Date,Open,High,Low,Close,Volume,Adj Close
2010-07-01,70.84,70.84,69.56,70.36,1756700,64.02
2010-06-30,71.60,72.54,70.75,70.84,1817700,64.46
2010-06-29,73.79,73.90,71.19,71.57,1796400,65.12
2010-06-28,74.75,75.72,74.52,74.62,1021200,67.90
2010-06-25,75.54,75.66,74.27,74.85,1684400,68.11
2010-06-24,77.57,77.61,74.87,75.24,1978000,68.46
2010-06-23,79.02,79.31,77.59,77.84,1356800,70.83
2010-06-22,80.32,81.26,78.67,78.80,1238800,71.70
2010-06-21,82.58,82.64,80.84,81.39,890900,74.06
2010-06-18,81.69,82.06,80.75,81.61,1207100,74.26
2010-06-17,82.18,82.51,81.25,82.38,636000,74.96
2010-06-16,81.82,82.58,81.78,82.13,640300,74.73
2010-06-15,80.31,82.45,80.31,82.45,1054200,75.02
2010-06-14,80.01,81.66,80.01,80.26,917700,73.03
2010-06-11,79.07,79.67,78.50,79.61,997700,72.44
2010-06-10,78.58,80.10,77.79,79.88,2079400,72.69
2010-06-09,79.75,80.65,78.83,79.16,905400,72.03
2010-06-08,79.80,79.84,78.25,79.48,979400,72.32
2010-06-07,81.29,81.36,79.46,79.52,1324800,72.36
2010-06-04,81.82,82.21,80.84,81.12,1452700,73.81
2010-06-03,82.84,83.53,82.66,83.33,868500,75.82
2010-06-02,81.90,82.30,81.00,82.24,1424700,74.83
2010-06-01,81.95,83.58,81.63,81.64,950600,74.29
2010-05-28,83.37,83.81,82.31,82.63,950300,75.19
2010-05-27,83.44,83.83,82.79,83.82,972700,76.27
2010-05-26,83.21,83.50,81.84,81.97,957100,74.59
2010-05-25,81.05,82.78,80.79,82.65,1542200,75.21
2010-05-24,83.44,83.88,82.88,82.95,715300,75.48
2010-05-21,81.11,83.67,81.01,83.67,1617500,76.13
2010-05-20,85.01,85.05,82.41,82.62,1473500,75.18
2010-05-19,86.43,87.40,85.46,86.27,1037500,78.50
2010-05-18,88.62,89.44,87.49,87.52,823700,79.64
2010-05-17,88.62,88.84,86.68,88.39,816000,80.43
2010-05-14,89.06,89.46,87.78,88.33,822000,80.37
2010-05-13,90.44,90.59,89.47,89.73,858600,81.65
2010-05-12,90.03,91.00,89.33,90.87,732000,82.32
2010-05-11,88.65,90.67,88.33,89.88,798100,81.43
2010-05-10,90.30,90.46,87.95,89.26,1327700,80.86
2010-05-07,89.60,89.69,86.21,86.52,1774200,78.38
2010-05-06,92.05,92.47,85.00,89.66,1411600,81.23
2010-05-05,92.51,92.93,92.00,92.56,884900,83.85
2010-05-04,94.46,94.47,92.04,92.51,925000,83.81
2010-05-03,93.91,95.60,93.91,95.34,735400,86.37
2010-04-30,95.53,95.68,93.57,93.57,782200,84.77
2010-04-29,94.35,95.58,94.35,95.43,623300,86.45
2010-04-28,94.13,94.80,93.26,93.92,1000400,85.08
2010-04-27,95.62,95.82,93.54,93.82,1043400,84.99
2010-04-26,96.91,96.91,95.76,96.11,833000,87.07
2010-04-23,96.82,97.08,95.60,96.82,934100,87.71
2010-04-22,96.44,97.18,95.41,96.73,1231600,87.63
2010-04-21,96.76,97.81,96.65,97.54,875400,88.36
2010-04-20,95.50,97.09,95.35,96.53,790500,87.45
2010-04-19,94.72,95.35,94.36,95.15,575700,86.20
2010-04-16,95.62,95.98,94.00,94.80,841200,85.88
2010-04-15,95.48,96.50,95.37,96.02,909300,86.99
2010-04-14,95.38,95.62,94.40,95.61,719700,86.62
2010-04-13,94.49,95.21,93.70,95.18,823000,86.23
2010-04-12,93.79,94.65,93.49,94.39,759000,85.51
2010-04-09,92.72,93.99,92.35,93.91,742900,85.08
2010-04-08,92.55,92.66,91.97,92.52,748300,83.82
2010-04-07,92.68,93.04,92.09,92.67,951100,83.95
2010-04-06,92.69,93.12,92.05,93.10,829000,84.34
2010-04-05,92.73,93.38,92.55,92.83,626900,84.10
2010-04-01,91.81,92.80,91.81,92.53,766600,83.83
2010-03-31,92.81,92.81,91.44,91.63,1186200,83.01
2010-03-30,93.62,93.82,92.76,92.94,752600,84.20
2010-03-29,93.75,93.86,93.11,93.59,907000,84.79
2010-03-26,93.23,93.67,92.69,93.26,1024500,84.49
2010-03-25,94.16,94.25,92.86,92.96,1380200,84.22
2010-03-24,94.51,94.61,93.25,93.52,985600,84.72
2010-03-23,94.09,94.71,93.87,94.62,989900,85.72
2010-03-22,93.62,94.22,93.21,94.17,962900,85.31
2010-03-19,94.23,94.87,93.74,94.17,1084700,85.31
2010-03-18,93.88,94.32,93.53,94.18,543600,85.32
2010-03-17,92.96,94.26,92.77,94.01,977500,85.17
2010-03-16,92.56,93.11,92.41,92.95,850200,84.21
2010-03-15,92.05,92.58,91.83,92.44,646700,83.74
2010-03-12,92.50,92.50,91.42,92.32,485400,83.64
2010-03-11,92.44,92.48,91.27,92.44,633400,83.74
2010-03-10,92.21,92.79,91.85,92.56,847700,83.85
2010-03-09,92.35,92.87,91.83,92.28,1112300,83.60
2010-03-08,93.25,93.30,92.10,92.54,751000,83.83
2010-03-05,92.51,93.42,92.51,93.16,837100,84.40
2010-03-04,92.68,92.91,91.52,92.47,765900,83.77
2010-03-03,92.43,92.94,92.34,92.59,753100,83.88
2010-03-02,92.26,92.62,91.47,92.42,984300,83.73
2010-03-01,91.40,92.00,91.05,91.92,1092200,83.27
2010-02-26,90.84,91.79,90.42,91.42,830900,82.82
2010-02-25,89.97,91.11,89.45,91.05,948300,82.48
2010-02-24,90.54,92.12,90.39,91.33,1209900,82.38
2010-02-23,91.10,91.53,90.08,90.18,1228300,81.34
2010-02-22,90.37,91.80,90.37,91.32,1248800,82.37
2010-02-19,89.68,90.73,89.39,90.34,1278000,81.48
2010-02-18,88.12,90.00,87.83,89.85,742600,81.04
2010-02-17,88.09,88.33,86.56,88.11,908700,79.47
2010-02-16,87.37,88.10,87.24,87.60,1380400,79.01
2010-02-12,86.10,87.16,85.70,87.01,855400,78.48
2010-02-11,85.52,87.08,85.10,87.08,698400,78.54
2010-02-10,85.96,86.23,85.42,85.99,827500,77.56
2010-02-09,85.24,86.62,84.58,86.01,905900,77.58
2010-02-08,84.24,85.55,84.01,84.60,792500,76.31
2010-02-05,84.35,84.76,82.80,84.24,1048200,75.98
2010-02-04,86.69,86.69,84.49,84.52,934300,76.23
2010-02-03,86.55,87.41,86.55,86.95,812200,78.43
2010-02-02,84.80,87.38,84.63,87.09,1494100,78.55
2010-02-01,83.63,84.84,83.48,84.64,618300,76.34
2010-01-29,84.84,84.90,83.04,83.34,724100,75.17
2010-01-28,85.65,85.94,83.50,84.36,696100,76.09
2010-01-27,84.71,85.64,83.65,85.51,754000,77.13
2010-01-26,85.21,85.38,84.58,84.99,879900,76.66
2010-01-25,85.45,85.97,85.07,85.57,403500,77.18
2010-01-22,86.35,86.75,84.83,84.94,834800,76.61
2010-01-21,88.10,89.05,86.51,86.61,767000,78.12
2010-01-20,89.11,89.12,87.24,88.16,845700,79.52
2010-01-19,89.51,90.31,88.69,89.54,809300,80.76
2010-01-15,90.13,90.36,88.96,89.45,1078400,80.68
2010-01-14,88.94,90.20,88.54,90.07,713400,81.24
2010-01-13,88.23,89.17,88.23,88.94,610900,80.22
2010-01-12,88.27,88.30,87.47,88.18,791600,79.54
2010-01-11,88.00,88.75,87.89,88.64,593200,79.95
2010-01-08,87.63,87.92,87.16,87.75,751200,79.15
2010-01-07,87.88,87.90,87.08,87.60,763800,79.01
2010-01-06,88.10,88.68,87.26,87.57,1173800,78.98
2010-01-05,88.00,88.24,87.14,87.37,1129600,78.80
2010-01-04,87.90,88.90,87.12,87.97,898900,79.35
2009-12-31,88.94,89.13,86.95,86.95,846500,78.43
2009-12-30,89.23,89.23,88.03,88.50,931400,79.82
2009-12-29,87.06,88.12,86.99,87.18,780000,78.63
2009-12-28,86.75,87.25,85.60,86.80,710600,78.29
2009-12-24,85.35,85.88,85.35,85.63,133500,77.24
2009-12-23,85.55,85.89,84.79,85.13,523500,76.78
2009-12-22,85.42,85.85,85.18,85.68,597700,77.28
2009-12-21,84.49,85.96,84.23,85.31,849200,76.95
2009-12-18,84.63,85.07,83.69,84.26,1138000,76.00
2009-12-17,84.79,85.09,83.89,84.49,831900,76.21
2009-12-16,84.63,85.82,84.54,85.33,959500,76.96
2009-12-15,85.07,86.39,85.06,85.79,1699800,77.38
2009-12-14,83.76,85.36,83.64,85.01,1577700,76.68
2009-12-11,82.42,83.89,82.29,83.64,1283100,75.44
2009-12-10,81.38,82.25,81.22,82.01,844800,73.97
2009-12-09,80.47,81.34,79.36,81.18,1462500,73.22
2009-12-08,82.87,82.90,81.56,82.14,1243500,74.09
2009-12-07,80.77,83.43,80.75,83.26,1624800,75.10
2009-12-04,79.44,80.87,79.30,80.75,1260300,72.83
2009-12-03,78.98,79.37,78.34,78.47,869500,70.78
2009-12-02,78.26,79.07,78.10,78.69,531600,70.98
2009-12-01,78.93,79.66,78.27,78.34,1216600,70.66
2009-11-30,78.71,78.71,77.56,78.37,841700,70.69
2009-11-27,78.69,79.03,77.87,78.45,348400,70.76
2009-11-25,79.27,80.00,78.71,80.00,670000,72.16
2009-11-24,78.38,78.89,77.76,78.89,990500,71.16
2009-11-23,77.91,79.20,77.91,78.32,762200,70.64
2009-11-20,76.81,77.76,76.81,77.53,745100,69.93
2009-11-19,78.00,78.11,76.80,77.28,662100,69.70
2009-11-18,79.43,79.43,78.18,78.30,706500,70.62
2009-11-17,79.20,79.43,78.64,79.34,581600,71.56
2009-11-16,77.99,79.37,77.66,79.12,770500,71.36
2009-11-13,77.23,77.92,76.70,77.65,571300,70.04
2009-11-12,77.45,77.99,77.18,77.31,577800,69.42
2009-11-11,77.05,77.80,77.05,77.61,786500,69.68
2009-11-10,77.18,77.47,76.84,76.94,766500,69.08
2009-11-09,78.18,78.18,76.94,77.24,1474200,69.35
2009-11-06,75.96,76.64,75.50,76.40,862900,68.60
2009-11-05,74.07,76.06,74.07,76.06,867300,68.29
2009-11-04,72.91,74.95,72.91,73.88,1135600,66.34
2009-11-03,72.95,73.94,72.55,73.94,1008600,66.39
2009-11-02,72.75,73.67,72.71,73.50,1179100,65.99
2009-10-30,73.28,73.51,72.26,72.29,1284800,64.91
2009-10-29,73.36,73.76,72.29,73.56,1456700,66.05
2009-10-28,73.35,74.44,72.27,73.06,1364100,65.60
2009-10-27,77.07,77.07,73.83,73.90,1619200,66.35
2009-10-26,74.49,75.70,73.89,74.16,1253500,66.59
2009-10-23,76.02,76.10,74.09,74.42,1082400,66.82
2009-10-22,74.11,75.79,73.56,75.74,977700,68.01
2009-10-21,75.69,76.45,74.33,74.36,892100,66.77
2009-10-20,77.03,77.03,75.50,75.87,924200,68.12
2009-10-19,76.72,77.25,76.31,77.01,830000,69.15
2009-10-16,75.28,76.98,75.17,76.51,794600,68.70
2009-10-15,75.97,75.98,75.15,75.96,1232800,68.20
2009-10-14,76.16,76.35,75.58,76.14,614900,68.36
2009-10-13,75.76,76.00,74.99,75.35,813500,67.66
2009-10-12,76.69,76.98,75.16,75.83,1126100,68.09
2009-10-09,76.50,77.02,75.87,76.72,1045300,68.89
2009-10-08,75.63,76.58,75.09,76.25,3482300,68.46
2009-10-07,78.53,78.53,77.51,77.94,751100,69.98
2009-10-06,77.52,78.90,77.35,78.78,875000,70.73
2009-10-05,76.85,77.37,76.14,77.08,555900,69.21
2009-10-02,76.97,77.58,76.14,76.41,1192400,68.61
2009-10-01,80.00,80.19,77.73,77.83,1156400,69.88
2009-09-30,81.32,81.32,79.78,80.32,1027200,72.12
2009-09-29,80.28,81.50,80.00,81.15,1058200,72.86
2009-09-28,79.15,80.15,79.01,79.99,892400,71.82
2009-09-25,78.91,79.51,78.72,78.92,846100,70.86
2009-09-24,78.28,79.63,78.00,78.92,1575100,70.86
2009-09-23,80.74,81.36,80.17,80.23,957700,72.04
2009-09-22,81.80,81.80,81.00,81.15,739200,72.86
2009-09-21,80.33,81.92,80.33,81.39,709000,73.08
2009-09-18,81.66,82.65,81.66,82.19,1481100,73.80
2009-09-17,79.72,81.95,79.17,81.63,1461400,73.29
2009-09-16,79.20,80.00,78.64,79.76,816200,71.61
2009-09-15,77.82,79.37,77.55,79.24,977800,71.15
2009-09-14,77.37,78.07,77.37,77.84,771900,69.89
2009-09-11,77.80,78.36,77.42,77.95,745600,69.99
2009-09-10,77.24,77.84,76.46,77.76,905400,69.82
2009-09-09,76.65,77.20,76.54,76.87,1240100,69.02
2009-09-08,76.90,76.97,76.35,76.75,1243300,68.91
2009-09-04,75.68,76.54,75.00,76.52,715000,68.71
2009-09-03,75.15,75.54,74.27,75.30,1135800,67.61
2009-09-02,74.52,75.33,74.24,74.97,1312000,67.31
2009-09-01,74.19,75.05,74.17,74.80,1602200,67.16
2009-08-31,73.62,74.52,73.32,74.40,910500,66.80
2009-08-28,75.42,75.42,73.98,74.28,807700,66.69
2009-08-27,75.11,75.29,74.10,74.93,956100,67.28
2009-08-26,74.91,74.91,73.85,74.34,844600,66.75
2009-08-25,75.25,75.50,74.74,74.89,724000,67.24
2009-08-24,74.95,75.03,74.32,74.91,496800,67.26
2009-08-21,74.24,75.00,73.77,74.76,989800,67.13
2009-08-20,73.97,74.58,73.74,74.23,813300,66.65
2009-08-19,72.96,74.35,72.61,73.97,1065200,66.42
2009-08-18,73.08,73.52,72.44,73.06,842500,65.60
2009-08-17,72.92,73.92,72.00,73.00,852100,65.55
2009-08-14,75.04,75.04,73.50,74.59,716300,66.97
2009-08-13,75.54,75.61,74.07,75.04,726400,67.38
2009-08-12,73.97,75.79,73.69,75.23,738300,67.23
2009-08-11,74.61,74.71,73.50,73.89,950000,66.04
2009-08-10,75.42,75.71,74.25,75.03,1116000,67.05
2009-08-07,75.73,76.48,75.04,76.06,736400,67.97
2009-08-06,76.00,76.02,74.78,75.19,961600,67.20
2009-08-05,76.12,76.65,75.19,75.58,622400,67.55
2009-08-04,75.74,76.34,75.11,76.08,920000,67.99
2009-08-03,76.26,76.42,74.93,75.88,1216500,67.81
2009-07-31,75.46,76.10,75.14,75.50,1183900,67.47
2009-07-30,74.44,76.07,74.14,75.49,1312300,67.47
2009-07-29,72.87,73.92,72.49,73.92,1003200,66.06
2009-07-28,72.52,73.85,72.44,73.61,625400,65.79
2009-07-27,72.55,73.23,71.92,73.22,630200,65.44
2009-07-24,73.02,74.06,71.81,72.73,1100600,65.00
2009-07-23,73.32,73.96,71.58,73.54,1481600,65.72
2009-07-22,71.25,71.78,70.68,71.52,1028700,63.92
2009-07-21,71.61,71.78,70.70,71.50,894100,63.90
2009-07-20,70.86,71.60,68.94,71.52,1378100,63.92
2009-07-17,70.99,71.09,69.98,70.67,834600,63.16
2009-07-16,69.37,71.40,69.33,71.15,867100,63.59
2009-07-15,69.05,70.00,68.58,69.72,1177300,62.31
2009-07-14,67.85,68.66,67.15,68.46,1826700,61.18
2009-07-13,65.20,66.45,64.79,66.28,1047400,59.23
2009-07-10,64.59,65.36,64.08,65.13,715000,58.21
2009-07-09,64.08,65.05,63.57,64.69,1168100,57.81
2009-07-08,63.90,65.01,63.65,63.97,1386900,57.17
2009-07-07,66.11,66.11,63.76,64.01,1404100,57.21
2009-07-06,65.55,66.08,64.51,66.02,973800,59.00
2009-07-02,68.01,68.46,65.51,65.75,989100,58.76
2009-07-01,69.36,69.90,68.50,68.63,972600,61.33
2009-06-30,69.90,70.11,68.53,69.38,1202600,62.01
2009-06-29,69.15,70.38,69.06,69.94,900700,62.51
2009-06-26,69.43,69.58,68.86,69.05,2282500,61.71
2009-06-25,68.32,69.62,68.00,69.52,732200,62.13
2009-06-24,70.25,70.26,68.17,68.46,1175900,61.18
2009-06-23,70.94,70.95,69.16,69.99,1191100,62.55
2009-06-22,71.30,71.49,70.50,70.79,815800,63.27
2009-06-19,72.34,73.06,71.02,71.70,1225500,64.08
2009-06-18,71.67,72.38,71.63,72.09,615300,64.43
2009-06-17,71.69,71.81,71.04,71.42,865600,63.83
2009-06-16,72.90,72.94,71.66,71.75,735700,64.12
2009-06-15,73.78,73.96,72.30,72.68,1196700,64.95
2009-06-12,73.51,74.41,73.02,74.40,778600,66.49
2009-06-11,74.11,74.91,73.48,73.65,895400,65.82
2009-06-10,74.50,74.80,73.10,74.05,851200,66.18
2009-06-09,75.09,75.24,74.01,74.20,764800,66.31
2009-06-08,74.41,75.43,73.81,74.97,828300,67.00
2009-06-05,74.64,75.08,73.66,74.50,1124300,66.58
2009-06-04,73.77,74.12,72.87,73.60,1555200,65.78
2009-06-03,74.32,74.64,72.85,73.47,1174100,65.66
2009-06-02,75.28,75.68,74.39,74.78,1404800,66.83
2009-06-01,73.69,76.01,73.69,75.52,1405200,67.49
2009-05-29,73.28,73.51,72.28,73.51,757500,65.70
2009-05-28,72.35,73.28,71.69,73.10,647200,65.33
2009-05-27,73.52,73.82,72.37,72.38,703700,64.69
2009-05-26,71.55,74.28,71.53,73.91,926600,66.05
2009-05-22,71.67,72.57,71.25,71.89,619800,64.25
2009-05-21,72.09,72.70,70.76,71.37,996000,63.78
2009-05-20,74.52,74.83,73.10,73.21,1089600,65.43
2009-05-19,74.56,74.66,73.57,74.10,830800,66.22
2009-05-18,72.72,74.13,72.72,74.11,1009600,66.23
2009-05-15,74.81,75.50,74.32,74.69,739000,66.75
2009-05-14,75.08,77.00,74.44,75.03,838700,67.05
2009-05-13,76.56,76.56,73.87,75.11,1077600,66.81
2009-05-12,77.84,77.84,75.82,76.97,1014400,68.47
2009-05-11,78.86,78.86,77.05,77.30,1063800,68.76
2009-05-08,77.28,79.71,75.24,79.71,963900,70.91
2009-05-07,79.64,79.64,76.35,77.04,1692000,68.53
2009-05-06,79.16,79.50,77.81,79.17,822900,70.42
2009-05-05,78.74,78.81,77.55,78.57,1112200,69.89
2009-05-04,77.88,78.57,77.17,78.57,1018300,69.89
2009-05-01,76.03,78.04,75.88,77.68,1100700,69.10
2009-04-30,78.32,79.00,75.34,76.15,1400000,67.74
2009-04-29,76.58,78.27,76.12,77.68,891400,69.10
2009-04-28,76.23,76.55,75.00,75.93,1134700,67.54
2009-04-27,75.62,78.00,75.20,76.93,1128100,68.43
2009-04-24,75.53,76.31,74.21,75.93,804600,67.54
2009-04-23,74.40,75.43,71.22,75.18,1578400,66.88
2009-04-22,71.78,75.63,71.78,73.90,1389700,65.74
2009-04-21,71.38,73.42,71.15,72.57,1017900,64.55
2009-04-20,71.75,72.62,70.51,71.52,960400,63.62
2009-04-17,74.38,74.38,72.70,72.91,981000,64.86
2009-04-16,71.74,74.27,71.34,74.10,861300,65.91
2009-04-15,70.48,71.36,69.50,71.33,894000,63.45
2009-04-14,69.55,70.65,69.18,70.27,857700,62.51
2009-04-13,71.25,71.53,69.62,70.51,785000,62.72
2009-04-09,72.48,72.78,71.11,71.58,1179800,63.67
2009-04-08,70.73,71.24,69.90,71.06,732000,63.21
2009-04-07,71.27,72.32,70.13,70.66,1399300,62.85
2009-04-06,68.53,72.53,68.08,72.35,1591000,64.36
2009-04-03,69.12,69.89,67.90,68.73,1040400,61.14
2009-04-02,68.76,70.24,68.08,69.30,1032800,61.64
2009-04-01,66.97,67.99,66.45,67.55,1084000,60.09
2009-03-31,68.01,69.45,67.11,67.80,1517800,60.31
2009-03-30,68.29,68.63,66.76,67.52,1125500,60.06
2009-03-27,70.40,70.55,69.15,69.55,909500,61.87
2009-03-26,68.89,70.73,68.57,70.73,1274800,62.92
2009-03-25,67.01,69.19,66.87,68.43,1222600,60.87
2009-03-24,66.13,67.61,66.08,66.81,1062400,59.43
2009-03-23,64.69,66.78,63.93,66.78,1033200,59.40
2009-03-20,63.92,65.21,63.30,63.53,1345700,56.51
2009-03-19,64.00,64.14,62.85,63.60,1094900,56.57
2009-03-18,62.89,64.33,61.73,63.46,984000,56.45
2009-03-17,61.29,63.16,60.38,63.16,1211000,56.18
2009-03-16,60.90,62.73,60.75,61.29,1128000,54.52
2009-03-13,59.58,60.52,58.98,60.29,1480000,53.63
2009-03-12,58.11,59.59,57.70,59.54,2406600,52.96
2009-03-11,59.04,60.02,58.30,58.56,1982500,52.09
2009-03-10,58.56,58.83,57.12,58.75,2010900,52.26
2009-03-09,58.01,58.84,57.35,57.63,1646100,51.26
2009-03-06,60.09,61.01,57.76,58.70,2083500,52.22
2009-03-05,62.15,62.52,59.48,59.64,2518700,53.05
2009-03-04,61.39,63.62,60.81,62.81,2120500,55.87
2009-03-03,64.28,64.63,61.82,62.02,2064200,55.17
2009-03-02,66.60,66.69,63.33,63.56,2216500,56.54
2009-02-27,69.46,70.05,67.43,67.65,1943600,60.18
2009-02-26,72.28,72.48,70.56,70.61,1183700,62.81
2009-02-25,73.55,73.72,71.38,71.77,1495900,63.84
2009-02-24,72.84,74.64,72.24,74.09,1219900,65.91
2009-02-23,76.10,76.10,72.21,72.35,1336900,64.36
2009-02-20,75.19,76.14,74.64,75.47,1510100,67.13
2009-02-19,76.16,77.12,75.86,76.12,1104600,67.71
2009-02-18,76.09,76.54,75.20,75.72,1308500,67.36
2009-02-17,76.28,76.84,74.38,75.71,1228100,67.35
2009-02-13,77.09,79.08,77.09,78.17,881800,69.22
2009-02-12,76.08,77.33,75.23,77.18,1125300,68.35
2009-02-11,77.58,78.00,76.69,77.06,944600,68.24
2009-02-10,78.82,79.34,76.52,77.31,1157700,68.46
2009-02-09,78.65,79.82,78.52,79.34,1113900,70.26
2009-02-06,79.46,80.48,77.21,78.80,1569600,69.78
2009-02-05,78.13,79.93,77.59,79.57,973400,70.46
2009-02-04,77.87,80.00,77.62,78.53,1049600,69.54
2009-02-03,79.35,79.35,76.33,77.78,1432800,68.88
2009-02-02,77.83,79.24,77.14,78.78,1283600,69.76
2009-01-30,78.65,80.36,78.24,79.02,1024500,69.98
2009-01-29,79.16,80.98,77.08,78.35,1234500,69.38
2009-01-28,80.41,80.58,78.37,79.83,1338300,70.69
2009-01-27,79.64,80.69,78.30,79.16,1096700,70.10
2009-01-26,78.14,79.96,77.84,79.35,793300,70.27
2009-01-23,77.92,79.29,77.10,78.29,957900,69.33
2009-01-22,77.98,79.80,76.38,79.38,950100,70.30
2009-01-21,77.59,78.56,76.89,78.49,1121200,69.51
2009-01-20,78.96,80.42,76.81,76.92,1224600,68.12
2009-01-16,76.82,79.33,76.68,78.72,1120700,69.71
2009-01-15,75.52,76.30,73.75,76.04,699900,67.34
2009-01-14,76.35,76.50,75.02,75.77,1130900,67.10
2009-01-13,77.92,77.92,75.84,76.41,1104900,67.67
2009-01-12,76.69,77.00,75.50,76.25,859200,67.52
2009-01-09,77.50,77.50,75.76,76.71,906600,67.93
2009-01-08,76.65,77.83,75.73,77.22,1153100,68.38
2009-01-07,77.20,77.72,76.14,76.83,866700,68.04
2009-01-06,77.64,78.84,77.00,78.42,1116300,69.45
2009-01-05,75.56,77.51,75.00,77.32,1347800,68.47
2009-01-02,74.72,75.99,73.14,75.76,578900,67.09
2008-12-31,72.16,74.41,72.16,73.78,610900,65.34
2008-12-30,70.18,72.26,69.48,72.26,816300,63.99
2008-12-29,72.17,72.17,69.42,69.96,899400,61.95
2008-12-26,71.34,72.13,71.08,72.06,362600,63.81
2008-12-24,70.97,71.82,70.31,71.30,350500,63.14
2008-12-23,72.98,72.98,70.73,71.02,1043800,62.89
2008-12-22,72.56,72.59,70.49,71.83,1062800,63.61
2008-12-19,71.47,74.72,71.47,72.54,1867700,64.24
2008-12-18,70.51,71.93,70.35,71.12,1222600,62.98
2008-12-17,69.27,70.74,68.71,70.15,1268000,62.12
2008-12-16,67.27,70.13,67.19,69.91,1405000,61.91
2008-12-15,68.97,69.77,67.17,67.59,1386300,59.85
2008-12-12,67.69,69.27,66.89,68.59,956600,60.74
2008-12-11,69.44,71.19,68.58,69.14,807400,61.23
2008-12-10,69.88,70.89,68.45,69.70,1097700,61.72
2008-12-09,69.35,71.29,69.04,69.38,1195200,61.44
2008-12-08,70.10,71.00,69.25,69.71,1366400,61.73
2008-12-05,66.73,68.90,64.84,68.81,1134400,60.94
2008-12-04,67.42,69.29,65.59,66.47,1300200,58.86
2008-12-03,64.97,68.39,64.70,68.17,1128800,60.37
2008-12-02,64.81,66.55,64.04,66.15,1678700,58.58
2008-12-01,65.54,66.32,64.07,64.29,1663000,56.93
2008-11-28,65.63,67.17,65.50,67.17,321300,59.48
2008-11-26,62.40,66.07,61.90,66.07,889100,58.51
2008-11-25,64.53,65.16,61.49,63.31,3148900,56.06
2008-11-24,65.00,66.18,62.45,63.53,1714600,56.26
2008-11-21,60.11,63.93,58.49,63.93,1743400,56.61
2008-11-20,64.29,65.65,58.74,59.32,2446500,52.53
2008-11-19,69.13,69.84,65.06,65.16,1037800,57.70
2008-11-18,68.15,70.10,66.94,69.31,973400,61.38
2008-11-17,68.33,70.11,67.41,68.50,930200,60.66
2008-11-14,69.60,73.13,68.81,69.33,1244700,61.40
2008-11-13,71.87,72.30,65.70,71.08,1987200,62.95
2008-11-12,72.56,73.79,71.00,71.59,1395900,63.13
2008-11-11,74.42,75.99,73.00,73.68,946200,64.97
2008-11-10,76.95,77.35,74.57,75.54,765400,66.61
2008-11-07,75.15,76.59,74.08,75.69,838100,66.75
2008-11-06,77.80,80.22,74.48,75.01,1054000,66.15
2008-11-05,82.29,82.99,79.21,79.36,835100,69.98
2008-11-04,81.70,83.19,80.62,82.93,1084500,73.13
2008-11-03,81.09,81.90,79.65,80.43,646700,70.93
2008-10-31,77.57,81.76,77.38,81.17,1059900,71.58
2008-10-30,76.78,78.88,76.38,78.03,1254700,68.81
2008-10-29,76.97,78.33,74.87,74.97,1159800,66.11
2008-10-28,74.55,77.63,71.98,77.44,1644900,68.29
2008-10-27,75.13,76.08,72.96,73.08,1697900,64.45
2008-10-24,77.35,79.00,76.09,76.25,1542400,67.24
2008-10-23,81.28,82.94,76.63,81.73,1321300,72.07
2008-10-22,80.20,82.87,78.39,79.84,1316400,70.41
2008-10-21,85.04,86.32,81.88,82.00,1194700,72.31
2008-10-20,82.02,86.40,82.02,86.33,1134000,76.13
2008-10-17,83.52,85.61,78.84,82.78,1213000,73.00
2008-10-16,79.40,84.02,76.44,83.99,2106800,74.07
2008-10-15,86.01,86.01,79.15,79.15,1219700,69.80
2008-10-14,91.26,91.26,84.85,85.97,1423300,75.81
2008-10-13,82.16,88.00,80.48,88.00,1547400,77.60
2008-10-10,81.09,83.93,75.93,80.00,3105700,70.55
2008-10-09,90.49,90.56,84.63,84.63,1431400,74.63
2008-10-08,86.56,92.27,85.70,89.49,2073100,78.92
2008-10-07,92.33,93.00,88.09,88.09,1292100,77.68
2008-10-06,93.94,93.95,90.12,91.30,1873200,80.51
2008-10-03,95.10,96.50,93.71,94.05,1045400,82.94
2008-10-02,96.55,98.28,94.11,94.21,2062700,83.08
2008-10-01,97.19,97.58,95.86,96.82,732800,85.38
2008-09-30,98.04,98.32,95.89,98.32,954900,86.70
2008-09-29,98.80,100.94,96.60,97.25,1350400,85.76
2008-09-26,99.35,100.30,98.28,99.91,841300,88.10
2008-09-25,99.53,101.17,98.81,100.42,679500,88.55
2008-09-24,100.03,100.40,98.29,99.17,762300,87.45
2008-09-23,100.00,101.19,99.49,99.88,961900,88.08
2008-09-22,100.21,101.54,99.54,99.94,667400,88.13
2008-09-19,103.60,105.51,100.72,101.45,970400,89.46
2008-09-18,99.50,102.97,97.65,102.40,1212400,90.30
2008-09-17,99.28,100.87,98.32,98.35,1073800,86.73
2008-09-16,99.59,101.55,95.01,100.74,1112600,88.84
2008-09-15,101.04,102.29,99.59,99.59,849800,87.82
2008-09-12,102.01,103.42,101.09,103.16,491000,90.97
2008-09-11,101.62,102.73,100.34,102.38,1101700,90.28
2008-09-10,105.24,106.08,102.00,102.44,2274800,90.34
2008-09-09,105.25,107.01,105.25,105.36,1052600,92.91
2008-09-08,104.25,105.60,102.66,105.23,987500,92.80
