Date,Open,High,Low,Close,Volume,Adj Close
2010-07-01,131.69,133.75,129.50,131.14,11645300,124.85
2010-06-30,133.68,134.30,131.02,131.27,9139800,124.97
2010-06-29,134.98,135.85,133.17,133.76,10338100,127.34
2010-06-28,140.38,140.38,136.53,136.66,9908100,130.11
2010-06-25,136.99,140.90,135.43,139.66,14332300,132.96
2010-06-24,134.14,135.98,133.11,134.98,9967900,128.51
2010-06-23,133.90,136.38,132.73,135.07,8232200,128.59
2010-06-22,137.54,137.75,134.59,134.79,9002200,128.33
2010-06-21,139.65,140.15,137.31,137.74,8691000,131.13
2010-06-18,137.82,139.72,137.52,138.18,10154900,131.55
2010-06-17,136.95,138.38,135.22,137.32,8104300,130.73
2010-06-16,136.06,138.26,135.71,137.06,7077700,130.49
2010-06-15,134.63,137.40,133.30,136.90,10649300,130.33
2010-06-14,137.11,137.11,133.40,133.44,10951400,127.04
2010-06-11,133.33,136.05,133.00,135.64,9241800,129.13
2010-06-10,137.60,137.77,131.30,133.77,21931000,127.35
2010-06-09,138.59,139.42,136.22,136.80,8950600,130.24
2010-06-08,139.14,139.68,135.05,137.78,14587000,131.17
2010-06-07,142.28,143.27,137.85,138.68,12238600,132.03
2010-06-04,142.17,145.87,141.71,142.25,14900400,135.43
2010-06-03,144.91,145.25,142.50,144.04,7454900,137.13
2010-06-02,142.00,145.00,141.14,144.83,7668400,137.88
2010-06-01,144.26,146.40,141.70,141.86,9455200,135.06
2010-05-28,144.42,145.80,143.10,144.26,10683700,137.34
2010-05-27,142.93,145.05,141.04,144.95,12910200,138.00
2010-05-26,144.29,145.80,139.69,140.30,17073900,133.24
2010-05-25,134.73,143.19,134.20,142.56,21490900,135.38
2010-05-24,142.00,142.95,136.51,136.69,16556800,129.81
2010-05-21,137.08,143.45,136.25,140.62,25553400,133.54
2010-05-20,138.20,139.49,135.75,136.10,16279200,129.25
2010-05-19,137.95,140.13,136.10,140.10,18079900,133.05
2010-05-18,143.69,143.75,136.60,137.36,18025300,130.45
2010-05-17,143.47,144.30,138.53,142.64,16330100,135.46
2010-05-14,143.41,144.15,141.90,143.23,10977400,136.02
2010-05-13,148.36,148.45,144.42,144.65,11517900,137.37
2010-05-12,144.24,147.65,142.28,147.20,15457000,139.79
2010-05-11,142.40,145.50,141.55,141.97,15497900,134.82
2010-05-10,149.09,149.90,141.20,143.83,23098200,136.59
2010-05-07,145.38,146.55,141.50,142.99,21268500,135.79
2010-05-06,147.48,148.63,139.06,142.32,22984700,135.16
2010-05-05,148.10,151.22,147.20,148.19,18355200,140.73
2010-05-04,149.03,152.35,147.83,149.45,30313400,141.93
2010-05-03,147.84,150.65,146.54,149.50,28282700,141.97
2010-04-30,151.90,152.50,143.30,145.20,73187900,137.89
2010-04-29,159.55,161.05,158.34,160.24,18464300,152.17
2010-04-28,156.66,157.65,154.69,157.01,21226100,149.11
2010-04-27,150.25,156.19,150.15,153.04,34516800,145.34
2010-04-26,156.72,156.99,151.52,152.03,30940700,144.38
2010-04-23,160.19,160.72,157.00,157.40,14916000,149.48
2010-04-22,157.93,162.00,156.29,159.05,24823000,151.04
2010-04-21,161.67,163.14,157.00,158.93,30371000,150.93
2010-04-20,166.44,166.71,158.00,159.98,42196600,151.93
2010-04-19,155.60,163.73,155.00,163.32,54299200,155.10
2010-04-16,183.62,186.41,155.55,160.70,102043700,152.61
2010-04-15,185.54,185.60,183.66,184.27,7838700,174.99
2010-04-14,183.91,185.94,183.07,184.92,12556400,175.61
2010-04-13,177.56,180.00,177.11,179.25,6466400,170.23
2010-04-12,179.36,180.38,177.84,177.84,6040800,168.89
2010-04-09,180.28,181.00,177.50,179.12,8462000,170.10
2010-04-08,176.10,180.80,175.28,179.50,10668800,170.46
2010-04-07,172.89,177.90,172.81,176.36,13887200,167.48
2010-04-06,172.61,173.89,172.15,172.90,7743600,164.20
2010-04-05,170.68,173.37,169.77,173.16,6135000,164.44
2010-04-01,171.72,172.00,169.50,170.22,6480600,161.65
2010-03-31,170.00,171.66,169.85,170.63,8243200,162.04
2010-03-30,174.26,174.78,170.70,171.38,8184600,162.75
2010-03-29,173.87,174.43,171.64,174.05,11785600,165.29
2010-03-26,175.38,175.48,171.91,172.87,11811500,164.17
2010-03-25,175.24,178.73,174.78,174.90,9534300,166.10
2010-03-24,173.64,175.96,173.64,174.41,8396100,165.63
2010-03-23,176.25,176.81,173.29,174.83,10804800,166.03
2010-03-22,176.21,176.95,175.23,176.16,7320400,167.29
2010-03-19,178.19,178.21,175.95,177.90,10891000,168.95
2010-03-18,176.20,177.75,175.66,177.45,6883500,168.52
2010-03-17,176.86,177.88,175.57,176.64,10138600,167.75
2010-03-16,174.33,176.42,173.56,176.19,11687700,167.32
2010-03-15,173.95,175.20,170.38,173.53,13958600,164.80
2010-03-12,175.01,176.34,174.00,174.96,10216900,166.15
2010-03-11,171.40,173.57,171.10,173.51,8910600,164.78
2010-03-10,170.26,172.34,168.87,171.94,13107200,163.29
2010-03-09,169.22,172.20,168.00,168.85,12958700,160.35
2010-03-08,167.88,170.69,167.46,169.84,9344500,161.29
2010-03-05,165.11,168.25,165.00,167.18,12226700,158.76
2010-03-04,158.25,163.85,158.11,163.61,15439500,155.37
2010-03-03,159.04,159.45,157.23,157.72,10006000,149.78
2010-03-02,157.18,159.75,156.91,158.75,11986400,150.76
2010-03-01,156.51,158.29,156.17,156.54,6522800,148.66
2010-02-26,156.26,156.99,155.26,156.35,7812700,148.48
2010-02-25,156.23,156.44,154.32,156.44,10519900,148.23
2010-02-24,157.34,159.25,156.87,158.33,8361500,150.02
2010-02-23,156.81,160.21,155.91,156.70,15696000,148.48
2010-02-22,157.20,157.97,156.03,156.71,7375500,148.49
2010-02-19,154.51,157.00,154.49,156.18,8693000,147.99
2010-02-18,155.61,156.59,154.88,155.73,10991100,147.56
2010-02-17,158.00,158.19,155.81,157.26,10070000,149.01
2010-02-16,155.30,157.74,154.60,157.40,11497100,149.14
2010-02-12,152.37,154.50,151.14,153.93,10293200,145.85
2010-02-11,154.40,155.32,152.25,154.05,11163400,145.97
2010-02-10,152.77,155.35,151.76,153.63,10555300,145.57
2010-02-09,152.70,153.53,149.65,152.49,14017300,144.49
2010-02-08,154.27,154.60,150.82,151.10,10257300,143.17
2010-02-05,150.82,154.46,148.87,154.16,18759200,146.07
2010-02-04,155.27,156.06,150.45,150.68,18895000,142.78
2010-02-03,157.92,159.94,157.11,157.23,16785200,148.98
2010-02-02,153.65,157.50,153.65,156.94,17246600,148.71
2010-02-01,149.82,155.25,149.21,153.13,12980800,145.10
2010-01-29,154.44,154.88,147.81,148.72,18502800,140.92
2010-01-28,154.23,155.20,149.95,153.29,16160700,145.25
2010-01-27,150.75,152.93,148.27,151.50,19899000,143.55
2010-01-26,154.91,156.50,150.70,150.88,15985900,142.96
2010-01-25,156.13,158.30,154.50,154.98,17877000,146.85
2010-01-22,158.69,159.75,152.25,154.12,30175600,146.03
2010-01-21,169.29,171.00,156.77,160.87,51738300,152.43
2010-01-20,165.80,168.18,164.32,167.79,8893900,158.99
2010-01-19,165.01,167.40,163.90,166.86,7705300,158.11
2010-01-15,167.60,167.80,164.58,165.21,10896300,156.54
2010-01-14,168.00,170.72,167.21,168.53,10521400,159.69
2010-01-13,168.01,169.67,166.12,169.07,11269500,160.20
2010-01-12,170.01,170.48,167.03,167.82,10360100,159.02
2010-01-11,175.06,175.06,170.52,171.56,7704900,162.56
2010-01-08,176.33,177.43,173.95,174.31,7268100,165.17
2010-01-07,174.32,178.75,173.95,177.67,8727400,168.35
2010-01-06,175.38,175.38,173.76,174.26,7381100,165.12
2010-01-05,173.00,176.26,172.57,176.14,11659400,166.90
2010-01-04,170.05,174.25,169.51,173.08,9135000,164.00
2009-12-31,167.29,170.13,166.93,168.84,6401800,159.98
2009-12-30,164.06,167.28,163.69,166.70,5996200,157.95
2009-12-29,164.50,165.20,163.21,164.12,5214800,155.51
2009-12-28,164.10,165.71,163.46,163.76,3586000,155.17
2009-12-24,164.00,164.90,163.31,163.97,1858100,155.37
2009-12-23,165.06,165.80,163.39,163.63,4052600,155.05
2009-12-22,165.50,166.30,164.50,164.60,4190700,155.96
2009-12-21,163.79,166.75,163.42,165.45,9392900,156.77
2009-12-18,161.81,163.38,160.20,163.19,8687100,154.63
2009-12-17,162.31,163.62,160.83,160.93,8943800,152.49
2009-12-16,163.85,165.89,163.07,164.99,8637700,156.33
2009-12-15,164.81,166.00,162.11,162.74,7539800,154.20
2009-12-14,166.48,166.50,163.86,166.10,6652900,157.39
2009-12-11,167.54,167.95,165.42,166.00,6425000,157.29
2009-12-10,166.69,167.94,164.16,166.73,11930700,157.98
2009-12-09,162.13,167.05,160.72,166.44,10975800,157.71
2009-12-08,163.12,164.10,161.05,161.84,11693900,153.35
2009-12-07,166.52,167.36,163.76,163.85,6654600,155.25
2009-12-04,167.50,167.80,163.53,167.24,10410300,158.47
2009-12-03,167.95,169.16,163.94,164.30,8020400,155.68
2009-12-02,167.65,167.81,165.57,166.66,7500200,157.92
2009-12-01,171.25,171.33,167.07,167.63,13489100,158.84
2009-11-30,165.47,169.99,164.77,169.66,10699200,160.76
2009-11-27,164.27,166.30,163.22,164.16,6883200,155.22
2009-11-25,171.97,172.10,168.05,168.92,6984800,159.72
2009-11-24,171.64,172.00,170.28,171.13,6143700,161.81
2009-11-23,171.67,173.63,171.25,172.00,7930000,162.63
2009-11-20,171.40,172.44,170.01,170.01,8825400,160.75
2009-11-19,175.53,176.20,171.43,172.83,8893100,163.41
2009-11-18,176.47,177.45,175.01,176.90,5959000,167.26
2009-11-17,177.01,178.25,175.50,176.60,7680500,166.98
2009-11-16,177.99,179.38,176.43,177.25,8748500,167.59
2009-11-13,178.89,178.99,175.64,176.76,7630900,167.13
2009-11-12,179.70,181.43,177.79,178.48,7404200,168.76
2009-11-11,178.03,180.84,177.95,179.85,8187800,170.05
2009-11-10,176.40,177.74,175.32,176.51,7244700,166.89
2009-11-09,173.68,176.75,173.50,176.57,10329200,166.95
2009-11-06,171.96,173.95,171.00,171.78,6274200,162.42
2009-11-05,170.98,173.50,169.21,173.40,9017500,163.95
2009-11-04,173.47,174.60,169.02,169.50,11143300,160.27
2009-11-03,168.98,172.16,168.74,171.61,11150300,162.26
2009-11-02,171.59,173.36,165.30,170.68,15802400,161.38
2009-10-30,177.22,177.62,169.68,170.17,13323700,160.90
2009-10-29,174.57,178.58,173.44,178.58,9342900,168.85
2009-10-28,177.91,178.40,171.67,172.16,13586400,162.78
2009-10-27,179.25,180.10,177.40,178.61,10505700,168.88
2009-10-26,180.52,182.45,177.82,179.37,9427400,169.60
2009-10-23,184.03,184.89,179.04,180.36,9221900,170.53
2009-10-22,180.04,183.94,179.56,183.69,10666200,173.68
2009-10-21,185.20,185.50,179.10,179.26,11759300,169.49
2009-10-20,185.19,187.55,184.07,184.96,7387400,174.88
2009-10-19,184.85,186.79,183.01,185.50,7482000,175.39
2009-10-16,186.67,187.65,183.38,184.37,12750800,174.33
2009-10-15,188.62,190.86,187.20,188.63,17834200,178.35
2009-10-14,191.58,193.60,190.40,192.28,15806700,181.80
2009-10-13,186.41,187.80,185.10,187.23,11959300,177.03
2009-10-12,190.86,190.90,188.84,190.15,6189400,179.79
2009-10-09,188.73,189.75,187.92,189.30,6526300,178.99
2009-10-08,191.89,192.17,187.61,188.17,11978100,177.92
2009-10-07,186.51,190.58,186.00,190.48,10579400,180.10
2009-10-06,188.46,189.44,184.60,186.98,13918900,176.79
2009-10-05,180.77,186.65,180.55,186.47,9471200,176.31
2009-10-02,176.45,181.06,175.60,179.61,9232400,169.82
2009-10-01,184.01,184.69,178.60,178.99,11044500,169.24
2009-09-30,184.77,185.48,181.82,184.35,10517900,174.31
2009-09-29,182.99,184.78,182.13,183.58,7539300,173.58
2009-09-28,180.14,182.78,178.66,182.50,7892200,172.56
2009-09-25,182.18,183.10,177.70,179.50,12296200,169.72
2009-09-24,184.92,185.60,181.17,183.06,10982400,173.09
2009-09-23,186.31,188.00,183.64,183.64,10069600,173.64
2009-09-22,183.88,185.80,182.58,185.52,7470700,175.41
2009-09-21,181.69,183.73,181.41,182.39,6368600,172.45
2009-09-18,181.69,183.95,180.65,183.18,8395300,173.20
2009-09-17,179.88,183.00,179.55,181.46,9674300,171.57
2009-09-16,177.82,179.87,176.50,179.87,8706100,170.07
2009-09-15,178.00,178.00,175.46,176.66,8398900,167.04
2009-09-14,173.28,177.90,173.16,177.71,8028100,168.03
2009-09-11,176.80,177.81,174.37,174.70,11094800,165.18
2009-09-10,171.00,175.36,170.13,174.87,13488900,165.34
2009-09-09,167.80,170.56,167.16,170.27,10196500,160.99
2009-09-08,165.25,167.25,165.05,167.22,10066300,158.11
2009-09-04,161.54,163.85,161.36,162.97,6220100,154.09
2009-09-03,159.92,162.25,159.55,161.66,8837800,152.85
2009-09-02,160.13,161.44,158.14,158.54,10751500,149.90
2009-09-01,164.80,166.38,159.93,160.17,12446800,151.44
2009-08-31,162.95,165.59,161.25,165.46,9106500,156.45
2009-08-28,165.87,166.25,163.40,164.42,7029800,155.46
2009-08-27,165.69,165.90,163.25,165.02,7890600,156.03
2009-08-26,164.29,166.41,163.70,165.95,8325600,156.91
2009-08-25,163.33,165.30,163.04,164.94,9118900,155.95
2009-08-24,164.36,166.26,162.58,162.58,9148800,153.72
2009-08-21,163.76,164.90,162.02,163.51,10417200,154.60
2009-08-20,160.20,162.84,160.10,162.33,7619200,153.16
2009-08-19,159.11,160.50,158.00,159.93,8838900,150.89
2009-08-18,159.67,160.90,159.49,160.48,8090000,151.41
2009-08-17,159.32,159.61,157.20,157.25,10146100,148.36
2009-08-14,163.97,164.39,160.79,162.73,6756800,153.53
2009-08-13,165.24,165.49,162.61,164.48,8922600,155.18
2009-08-12,159.87,164.39,159.57,163.76,9842700,154.50
2009-08-11,159.94,162.22,159.15,159.22,9785100,150.22
2009-08-10,163.20,163.88,159.40,160.36,8909700,151.30
2009-08-07,168.30,168.30,162.73,163.65,10771800,154.40
2009-08-06,169.40,170.94,165.81,166.75,8201800,157.33
2009-08-05,165.75,168.96,164.61,168.64,9593900,159.11
2009-08-04,162.99,165.47,162.96,165.17,8808900,155.83
2009-08-03,165.20,166.29,163.30,164.10,8361800,154.83
2009-07-31,162.37,163.87,161.30,163.30,7721200,154.07
2009-07-30,161.11,164.10,160.71,162.42,9415400,153.24
2009-07-29,159.21,160.98,157.90,159.44,9111300,150.43
2009-07-28,162.30,162.39,159.50,160.54,10244800,151.47
2009-07-27,164.70,165.47,162.00,163.87,7613000,154.61
2009-07-24,164.43,165.00,162.81,164.72,7294400,155.41
2009-07-23,160.20,166.42,159.30,165.45,12291900,156.10
2009-07-22,158.19,161.25,157.34,160.46,9499400,151.39
2009-07-21,159.89,160.01,157.02,159.80,10886500,150.77
2009-07-20,157.75,160.73,157.28,160.03,12433800,150.99
2009-07-17,155.87,157.94,155.52,156.84,9617200,147.98
2009-07-16,155.00,157.99,153.81,156.84,12643600,147.98
2009-07-15,152.01,155.98,150.63,155.26,21135600,146.48
2009-07-14,148.98,151.15,148.08,149.66,28813100,141.20
2009-07-13,146.72,149.85,145.05,149.44,23817800,140.99
2009-07-10,142.35,144.87,141.20,141.87,12685200,133.85
2009-07-09,141.76,144.89,140.91,143.21,15026500,135.12
2009-07-08,142.45,142.93,135.23,138.55,19399300,130.72
2009-07-07,146.24,146.97,142.30,142.54,9503000,134.48
2009-07-06,142.66,146.46,142.26,146.46,11756800,138.18
2009-07-02,145.86,146.20,143.28,143.49,7685000,135.38
2009-07-01,147.59,148.88,146.62,147.32,7505000,138.99
2009-06-30,149.40,149.80,146.24,147.44,9614400,139.11
2009-06-29,147.50,149.50,146.10,149.36,7835800,140.92
2009-06-26,144.49,148.19,143.93,146.74,9837400,138.45
2009-06-25,141.57,144.62,140.85,144.43,10135900,136.27
2009-06-24,142.53,144.69,141.31,142.65,11531000,134.59
2009-06-23,138.34,141.22,137.60,141.19,11056800,133.21
2009-06-22,141.87,143.52,137.01,137.01,13939000,129.27
2009-06-19,143.19,144.39,141.53,143.13,9473700,135.04
2009-06-18,139.96,143.70,139.63,143.09,10526500,135.00
2009-06-17,144.09,144.09,139.03,139.73,14054600,131.83
2009-06-16,143.94,145.85,143.26,144.16,10129700,136.01
2009-06-15,144.17,145.60,142.90,143.01,8742100,134.93
2009-06-12,144.38,146.43,144.15,145.64,8209900,137.41
2009-06-11,146.12,147.95,145.00,145.15,12086500,136.95
2009-06-10,149.93,149.99,144.52,146.68,14346700,138.39
2009-06-09,149.00,150.79,148.10,149.31,11566100,140.87
2009-06-08,147.55,149.44,146.19,148.35,10908900,139.97
2009-06-05,151.05,151.17,148.70,149.01,12817500,140.59
2009-06-04,144.65,149.75,144.40,149.47,17166900,141.02
2009-06-03,141.91,143.31,140.74,142.15,11809700,134.12
2009-06-02,143.25,144.97,142.01,143.13,11988200,135.04
2009-06-01,145.80,147.37,143.31,144.33,18403800,136.17
2009-05-29,145.81,145.90,141.28,144.57,14130000,136.40
2009-05-28,141.65,145.29,139.29,144.65,14803100,136.47
2009-05-27,142.22,145.49,140.01,140.01,16696900,132.10
2009-05-26,134.61,142.07,134.61,142.05,13768700,134.02
2009-05-22,137.78,138.99,136.05,136.35,9058400,128.64
2009-05-21,134.05,139.45,133.92,137.16,16135500,129.41
2009-05-20,142.31,142.63,136.02,136.44,21426800,128.40
2009-05-19,142.59,144.86,141.15,141.15,15324300,132.83
2009-05-18,137.20,143.15,136.78,143.15,18622700,134.71
2009-05-15,134.02,136.10,132.20,134.40,14754700,126.48
2009-05-14,129.12,134.44,128.94,133.60,17411400,125.73
2009-05-13,133.20,133.39,128.06,129.26,18621300,121.64
2009-05-12,137.03,138.40,132.21,135.41,21101400,127.43
2009-05-11,136.85,138.96,134.83,135.78,18391800,127.78
2009-05-08,134.89,139.59,133.15,139.59,19152000,131.36
2009-05-07,140.98,141.56,131.81,133.73,23188600,125.85
2009-05-06,136.80,140.36,136.05,139.22,20439300,131.01
2009-05-05,132.90,136.20,132.55,135.20,16811000,127.23
2009-05-04,127.51,134.43,126.16,134.16,23434000,126.25
2009-05-01,127.90,130.27,126.16,127.08,17536300,119.59
2009-04-30,128.52,129.65,125.18,128.50,24834600,120.93
2009-04-29,122.02,127.94,121.60,127.18,22999800,119.68
2009-04-28,120.17,122.25,119.80,120.67,14907300,113.56
2009-04-27,119.34,124.37,119.34,120.90,19129700,113.77
2009-04-24,123.25,123.70,120.25,121.30,22407200,114.15
2009-04-23,121.64,122.97,118.21,122.81,20133300,115.57
2009-04-22,118.61,124.80,117.84,120.49,28219000,113.39
2009-04-21,113.76,121.03,113.38,120.36,24772300,113.27
2009-04-20,116.97,118.90,115.00,115.01,21609500,108.23
2009-04-17,120.84,122.96,118.96,120.60,21841200,113.49
2009-04-16,123.09,123.67,119.58,121.19,23574500,114.05
2009-04-15,116.72,122.10,113.57,121.19,41345800,114.05
2009-04-14,123.76,124.24,115.10,115.11,79935800,108.33
2009-04-13,122.81,131.27,122.50,130.15,36460800,122.48
2009-04-09,119.79,124.98,117.45,124.33,25610700,117.00
2009-04-08,117.37,117.55,112.50,114.75,20406200,107.99
2009-04-07,114.00,119.76,113.57,116.08,22183000,109.24
2009-04-06,116.00,117.95,114.05,116.65,21098100,109.77
2009-04-03,112.80,119.76,112.55,119.40,23687100,112.36
2009-04-02,115.21,115.90,112.50,114.22,30053600,107.49
2009-04-01,104.10,111.34,103.94,110.29,24883000,103.79
2009-03-31,102.81,108.50,102.48,106.02,25900100,99.77
2009-03-30,104.11,105.05,100.46,100.46,21354900,94.54
2009-03-27,109.61,111.50,107.82,108.08,21569500,101.71
2009-03-26,112.00,113.19,109.45,111.99,28844800,105.39
2009-03-25,111.13,113.91,106.13,112.95,32805900,106.29
2009-03-24,110.59,115.65,109.34,110.60,30914400,104.08
2009-03-23,102.50,111.93,101.30,111.93,33581800,105.33
2009-03-20,99.51,100.50,95.10,97.32,29137300,91.58
2009-03-19,104.65,105.77,99.26,99.30,28577100,93.45
2009-03-18,97.58,106.79,96.70,105.25,34372900,99.05
2009-03-17,92.64,99.01,92.55,98.99,23327500,93.16
2009-03-16,100.33,101.41,93.19,93.90,28240800,88.37
2009-03-13,97.79,99.84,95.64,98.80,30959400,92.98
2009-03-12,92.03,97.50,90.18,97.25,30814100,91.52
2009-03-11,86.89,93.50,85.58,92.39,37989000,86.94
2009-03-10,77.68,85.45,77.10,85.28,35004400,80.25
2009-03-09,73.77,77.40,72.78,73.95,23648800,69.59
2009-03-06,82.33,84.48,73.25,75.65,33484400,71.19
2009-03-05,82.88,85.70,79.35,81.72,24826200,76.90
2009-03-04,84.90,88.00,81.50,85.47,28050800,80.43
2009-03-03,88.33,88.84,80.29,82.37,30943600,77.52
2009-03-02,87.86,90.21,85.56,86.27,24074100,81.19
2009-02-27,88.63,93.38,87.50,91.08,26041700,85.71
2009-02-26,92.30,94.00,90.02,92.15,27516400,86.72
2009-02-25,91.55,93.50,87.30,89.92,36249600,84.62
2009-02-24,81.53,93.09,81.51,92.98,33115800,87.50
2009-02-23,86.51,87.77,79.79,80.07,22298600,75.35
2009-02-20,81.95,87.15,79.27,84.59,36146100,79.60
2009-02-19,86.41,88.87,85.53,86.01,24476100,80.50
2009-02-18,87.69,87.69,81.07,84.50,32610600,79.09
2009-02-17,92.26,92.48,84.79,85.71,31078100,80.22
2009-02-13,95.00,97.98,94.50,96.45,22975200,90.27
2009-02-12,92.65,96.20,91.47,95.58,22915400,89.46
2009-02-11,91.75,94.94,90.42,94.71,19554400,88.64
2009-02-10,96.79,97.89,89.70,90.40,29857200,84.61
2009-02-09,97.02,98.66,94.63,97.89,18736400,91.62
2009-02-06,94.27,96.58,91.56,96.57,26559800,90.38
2009-02-05,86.77,94.70,86.26,92.85,33847500,86.90
2009-02-04,83.70,89.92,83.45,87.97,29780400,82.34
2009-02-03,84.30,84.50,79.80,82.81,19442500,77.51
2009-02-02,78.78,84.00,78.57,83.57,18485500,78.22
2009-01-30,83.59,84.78,79.35,80.73,20344900,75.56
2009-01-29,85.13,86.59,82.12,82.72,21624300,77.42
2009-01-28,84.28,89.10,83.37,87.70,34234400,82.08
2009-01-27,75.51,78.65,74.77,78.26,20655300,73.25
2009-01-26,76.06,78.75,72.77,74.20,18729300,69.45
2009-01-23,67.87,75.35,67.12,74.91,21924100,70.11
2009-01-22,67.28,73.69,65.53,71.03,24608200,66.48
2009-01-21,63.39,70.10,63.25,69.90,38168900,65.42
2009-01-20,69.60,70.26,59.13,59.20,33123100,55.41
2009-01-16,75.98,76.50,69.95,73.05,26049300,68.37
2009-01-15,75.03,76.20,69.00,73.83,25795400,69.10
2009-01-14,75.88,76.88,73.45,75.69,18336700,70.84
2009-01-13,74.16,78.88,73.71,77.92,25861100,72.93
2009-01-12,83.36,83.76,76.43,77.67,15776600,72.70
2009-01-09,85.91,86.87,80.41,83.92,12192900,78.54
2009-01-08,83.52,86.52,82.68,85.41,13415500,79.94
2009-01-07,86.91,87.85,83.65,84.50,12465500,79.09
2009-01-06,90.05,92.20,87.72,88.71,21551800,83.03
2009-01-05,85.81,90.95,85.46,88.78,15996700,83.09
2009-01-02,84.02,87.62,82.19,86.76,14088500,81.20
2008-12-31,82.24,86.15,81.12,84.39,14894100,78.98
2008-12-30,77.29,82.06,76.31,82.06,11031300,76.80
2008-12-29,76.43,77.11,75.03,76.56,6322300,71.66
2008-12-26,76.83,77.44,75.31,75.97,4657300,71.10
2008-12-24,75.54,76.74,75.26,76.44,3166000,71.54
2008-12-23,77.41,78.00,75.05,75.20,9468000,70.38
2008-12-22,80.00,80.13,74.89,77.00,13175500,72.07
2008-12-19,79.37,80.73,77.65,80.73,20379300,75.56
2008-12-18,79.67,81.19,78.25,80.05,19998100,74.92
2008-12-17,75.33,81.29,74.14,78.78,24790900,73.73
2008-12-16,69.57,78.00,68.54,76.00,44110400,71.13
2008-12-15,67.12,68.31,65.11,66.46,13821600,62.20
2008-12-12,65.70,70.55,65.50,67.74,15777100,63.40
2008-12-11,70.35,74.00,69.09,69.71,15387500,65.25
2008-12-10,73.80,73.90,69.35,71.53,14093300,66.95
2008-12-09,75.42,77.87,71.56,72.77,17049900,68.11
2008-12-08,73.87,78.53,73.52,77.15,22756000,72.21
2008-12-05,66.75,71.20,65.02,70.72,23811700,66.19
2008-12-04,68.19,70.65,66.04,67.53,23838500,63.20
2008-12-03,63.07,69.87,62.12,68.95,29036300,64.53
2008-12-02,63.65,67.00,60.22,65.00,35316700,60.84
2008-12-01,75.80,75.80,64.19,65.76,28592700,61.55
2008-11-28,75.94,81.19,74.24,78.99,11525000,73.93
2008-11-26,69.63,78.45,69.40,76.50,25006900,71.60
2008-11-25,71.41,74.50,66.52,71.78,38662400,67.18
2008-11-24,56.13,70.10,55.27,67.42,44615400,63.10
2008-11-21,54.54,54.54,47.41,53.31,39591500,49.90
2008-11-20,54.00,57.54,49.00,52.00,55618000,48.67
2008-11-19,61.33,63.45,54.54,55.18,30481500,51.65
2008-11-18,62.73,65.50,60.56,62.03,25737100,58.06
2008-11-17,64.79,66.33,61.75,62.49,20299400,58.49
2008-11-14,67.85,70.00,65.12,66.73,22186300,62.46
2008-11-13,67.79,70.40,61.02,69.99,39994000,65.51
2008-11-12,71.99,73.64,64.54,66.79,34436600,62.51
2008-11-11,69.36,75.42,66.68,74.68,47573900,69.90
2008-11-10,78.77,79.22,68.51,71.21,47450700,66.65
2008-11-07,81.45,81.85,75.00,77.78,31450400,72.80
2008-11-06,85.91,88.80,79.41,80.72,25933100,75.55
2008-11-05,92.78,94.71,86.50,87.43,15693100,81.83
2008-11-04,90.69,95.00,87.18,95.00,22105700,88.92
2008-11-03,92.00,95.25,87.31,89.09,19796200,83.38
2008-10-31,88.98,95.00,87.20,92.50,24881200,86.58
2008-10-30,101.16,101.25,88.01,91.11,29700400,85.27
2008-10-29,93.35,102.71,88.66,97.66,27769900,91.40
2008-10-28,96.99,97.25,82.22,93.57,50066600,87.58
2008-10-27,96.80,102.00,91.47,92.88,20595000,86.93
2008-10-24,96.00,105.00,96.00,100.40,24494800,93.97
2008-10-23,113.98,116.00,101.71,108.58,25529600,101.63
2008-10-22,117.19,120.19,111.00,115.06,15459100,107.36
2008-10-21,120.84,123.62,118.83,121.35,13588000,113.23
2008-10-20,117.55,123.80,115.65,121.50,16908300,113.37
2008-10-17,110.24,118.59,107.00,114.30,18413500,106.65
2008-10-16,115.00,118.49,104.00,112.40,27901700,104.88
2008-10-15,114.45,120.71,110.79,113.15,22250100,105.58
2008-10-14,125.97,128.00,117.32,122.90,41605300,114.68
2008-10-13,98.93,115.65,91.00,111.00,45400500,103.57
2008-10-10,86.11,99.40,74.00,88.80,71312700,82.86
2008-10-09,117.75,118.94,100.00,101.35,28150500,94.57
2008-10-08,110.00,121.00,107.55,113.00,18223800,105.44
2008-10-07,127.51,127.51,112.02,115.00,17184000,107.31
2008-10-06,122.10,127.17,115.00,124.00,21368000,115.70
2008-10-03,132.84,142.00,126.94,128.00,16080700,119.44
2008-10-02,132.17,133.21,128.05,131.54,10894700,122.74
2008-10-01,127.32,135.35,124.99,134.50,13837100,125.50
2008-09-30,126.89,130.00,124.50,128.00,13129900,119.44
2008-09-29,134.49,134.62,105.00,120.70,24147600,112.63
2008-09-26,132.49,137.99,129.51,137.99,15806400,128.76
2008-09-25,134.25,137.99,128.76,135.50,19172100,126.44
2008-09-24,128.44,133.70,126.02,133.00,46611300,124.10
2008-09-23,118.89,125.95,113.01,125.05,20037600,116.68
2008-09-22,132.78,135.64,120.43,120.78,21938700,112.70
2008-09-19,142.51,144.98,116.00,129.80,43208300,121.12
2008-09-18,106.00,120.00,86.31,108.00,114590700,100.78
